Date,Open,High,Low,Close,Volume,Market Cap
"Nov 04, 2019","$ 9,235.61","$ 9,505.05","$ 9,191.49","$ 9,412.61","$ 26,17,02,55,634.00","$ 1,69,70,63,32,936.00"
"Nov 03, 2019","$ 9,324.79","$ 9,379.81","$ 9,141.25","$ 9,235.35","$ 21,13,22,20,847.00","$ 1,66,49,53,19,475.00"
"Nov 02, 2019","$ 9,259.78","$ 9,377.49","$ 9,249.59","$ 9,324.72","$ 21,24,26,76,385.00","$ 1,68,09,03,92,935.00"
"Nov 01, 2019","$ 9,193.99","$ 9,275.66","$ 9,132.05","$ 9,261.10","$ 24,32,46,91,031.00","$ 1,66,92,80,44,164.00"
"Oct 31, 2019","$ 9,202.46","$ 9,383.16","$ 9,028.72","$ 9,199.58","$ 26,58,36,53,947.00","$ 1,65,80,42,27,835.00"
"Oct 30, 2019","$ 9,422.46","$ 9,426.87","$ 9,085.37","$ 9,205.73","$ 27,70,65,31,577.00","$ 1,65,89,95,00,650.00"
"Oct 29, 2019","$ 9,248.44","$ 9,516.18","$ 9,232.65","$ 9,427.69","$ 28,42,67,79,937.00","$ 1,69,88,38,66,262.00"
"Oct 28, 2019","$ 9,565.10","$ 9,805.12","$ 9,256.15","$ 9,256.15","$ 30,94,82,55,332.00","$ 1,66,77,73,92,742.00"
"Oct 27, 2019","$ 9,241.71","$ 9,749.53","$ 9,112.54","$ 9,551.71","$ 32,59,31,29,501.00","$ 1,72,08,70,39,875.00"
"Oct 26, 2019","$ 8,667.58","$ 10,021.74","$ 8,662.62","$ 9,244.97","$ 44,49,62,55,609.00","$ 1,66,54,73,60,782.00"
"Oct 25, 2019","$ 7,490.70","$ 8,691.54","$ 7,479.98","$ 8,660.70","$ 28,70,50,65,488.00","$ 1,56,00,66,03,607.00"
"Oct 24, 2019","$ 7,509.73","$ 7,532.87","$ 7,446.99","$ 7,493.49","$ 16,26,87,08,849.00","$ 1,34,96,84,10,276.00"
"Oct 23, 2019","$ 8,076.23","$ 8,093.00","$ 7,469.32","$ 7,514.67","$ 21,94,28,78,958.00","$ 1,35,33,73,64,282.00"
"Oct 22, 2019","$ 8,243.40","$ 8,296.65","$ 8,074.46","$ 8,078.20","$ 16,80,33,77,857.00","$ 1,45,46,96,60,005.00"
"Oct 21, 2019","$ 8,225.12","$ 8,296.69","$ 8,196.42","$ 8,243.72","$ 15,86,87,48,866.00","$ 1,48,43,27,33,155.00"
"Oct 20, 2019","$ 7,997.81","$ 8,281.82","$ 7,949.44","$ 8,222.08","$ 15,50,42,49,442.00","$ 1,48,02,65,97,064.00"
"Oct 19, 2019","$ 7,973.80","$ 8,082.63","$ 7,944.78","$ 7,988.56","$ 13,79,78,25,640.00","$ 1,43,80,81,63,807.00"
"Oct 18, 2019","$ 8,100.93","$ 8,138.41","$ 7,902.16","$ 7,973.21","$ 15,65,15,92,610.00","$ 1,43,51,76,30,376.00"
"Oct 17, 2019","$ 8,047.81","$ 8,134.83","$ 8,000.94","$ 8,103.91","$ 14,31,30,52,244.00","$ 1,45,85,39,94,298.00"
"Oct 16, 2019","$ 8,204.67","$ 8,216.81","$ 7,985.09","$ 8,047.53","$ 16,07,16,46,996.00","$ 1,44,82,39,93,562.00"
"Oct 15, 2019","$ 8,373.46","$ 8,410.71","$ 8,182.71","$ 8,205.37","$ 15,22,04,12,632.00","$ 1,47,65,00,82,215.00"
"Oct 14, 2019","$ 8,320.83","$ 8,390.21","$ 8,284.13","$ 8,374.69","$ 15,15,13,87,859.00","$ 1,50,68,04,99,056.00"
"Oct 13, 2019","$ 8,336.90","$ 8,470.99","$ 8,276.61","$ 8,321.01","$ 13,80,82,86,059.00","$ 1,49,70,08,17,939.00"
"Oct 12, 2019","$ 8,315.66","$ 8,415.24","$ 8,313.34","$ 8,336.56","$ 14,53,26,41,605.00","$ 1,49,96,57,67,624.00"
